id,name,phone_number,url,notification,primary_care_doctor,adress,holiday_support
185,医療法人社団竹榮舎　晴海クリニック,03-3531-0937,-,事前に必ずお電話をお願いします。当院にて来院時間の指定をさせて頂きます。,1,東京都中央区晴海1-6-5　晴海ビュープラザ203,0.0
186,晴海トリトン 夢未来クリニック,03-3536-1361,-,なし,1,東京都中央区晴海1-8-16晴海トリトンスクエア3F,1.0
187,慈恵医大晴海トリトンクリニック,03-3531-3211,-,なし,0,東京都中央区晴海１-８-８ 晴海アイランドトリトンスクエアオフィスタワーW3階,0.0
188,聖カタリナ病院,03-5547-4912,-,なし,0,東京都中央区晴海３-７-１０,0.0
189,医療法人社団モルゲンロート 有明こどもクリニック勝どき院,web予約,kachidoki.child-clinic.or.jp,なし,1,東京都中央区勝どき3-5-5AIP勝どき駅前ビル3階,0.0
190,勝どき二丁目クリニック,03-5560-0073,-,なし,1,東京都中央区勝どき2-9-14　富永ビル4F,0.0
191,医療法人社団健杏会	杉野内科クリニック,03-5547-0961,-,なし,1,東京都中央区勝どき2ー9ー12	HBﾋﾞﾙ勝どき3F,0.0
192,医療法人社団リゾーム慶和会 ザ東京タワーズクリニック,03-3534-9002,-,当院で診察した患者様のみ電話診療を受け付けています。初診の方は受け付けておりません。,1,東京都中央区勝どき６-３-２-１０２,0.0
193,医療法人社団知洋会 勝どき耳鼻咽喉科・内科クリニック,03-3533-4133,-,なし,1,東京都中央区勝どき4-2-13サンパレス辻野1階,0.0
194,勝どき小児クリニック,03-5166-0150,-,なし,1,東京都中央区勝どき１-３-１ブリリアイストタワー勝どき３階,0.0
195,勝どき駅前耳鼻咽喉科・頭頸部甲状腺クリニック,03-5859-0563,-,"発熱外来は当日の診療開始30分前頃より受付開始、電話のみです。
電話診療はかかりつけの方のみです。初めての方はLINEドクターよりご予約ください。",1,東京都中央区勝どき３-５-５ AIP勝どき駅前ビル3階,0.0
196,勝どきみなみクリニック,03-3533-0715,-,診療時間等は必ず当院のHPをご確認ください。診療時間内に専用電話回線09012503275で必ず事前予約してください。,1,東京都中央区勝どき４-８-５ アクティ東仲通り１階,0.0
197,星合勝どきクリニック,03-3532-2725,-,なし,0,東京都中央区勝どき３-６-６竹内ビル２階,2
198,勝どきビュータワークリニック,03-5859-0781,-,なし,0,東京都中央区勝どき1-8-1 勝どきビュータワー215号,2
199,銀座まいにちクリニック,web予約,https://mainichiclinic.jp/reserve/1,なし,1,東京都中央区銀座4-13-11,1.0
200,Gクリニック,web予約,"https://web.booking.clius.jp/reserve/gclinic.reserve

",必ず電話またはWEBよりご予約いただきますようお願いします。,1,東京都中央区銀座5-3-13GINZA SS85ビル12階,0.0
201,泰明小前クリニック,03-5537-3525,-,なし,1,東京都中央区銀座６-２-３　Ｄａｉｗａ銀座アネックス４Ｆ,0.0
202,銀座なないろクリニック,0362638913,-,なし,1,東京都中央区銀座５-５-１８銀座藤小西ビル８階,1.0
203,医療法人社団範慶会 白倉内科診療所,03-3543-4361,-,なし,1,東京都中央区銀座4-13-18 医療ビル1階,0.0
204,医療法人社団銀座仁医会吉川医院,03-3561-4010,-,なし,1,東京都中央区銀座１-９-１７,0.0
205,医療法人社団東会 やべ耳鼻咽喉科,03-3538-6366,-,なし,1,東京都中央区銀座1-6-13  106ギンザビル4階,0.0
206,医療法人社団宮﨑会 木挽町医院,03-3541-3800,-,なし,1,東京都中央区銀座4丁目11番４号,1.0
207,医療法人社団医成会 銀座さわだ内科クリニック,03-3572-4898,-,なし,1,東京都中央区銀座5-9-15 銀座清月堂ビル4階,0.0
208,Aiメディカルクリニック銀座,03-6260-6120,-,なし,1,東京都中央区銀座7-13-12サクセス銀座第7ビル11階,0.0
209,銀座クリニック,03-6271-0357,-,なし,1,東京都中央区銀座4-3-9クイーンズハウス8階,0.0
210,TOKYOひまわりクリニック,0362645945,-,なし,1,東京都中央区銀座７-８-８　ｉｓｇＢＵＩＬＤＩＮＧ８階,1.0
211,銀座スピンクリニック,03-6264-5125,https://www.ginza-spin-clinic.com/,なし,1,東京都中央区銀座7-5-5 長谷第一ビル5B,1.0
212,韓国みにょんクリニック,03-5579-5993,https://korea-m.clinic/,女医。電話診療、オンライン診療施行。小児・成人対応。院内キッズスペースあり。韓国語対応,1,東京都中央区銀座4-3-9天賞堂ビル8、9階,1.0
213,銀座並木通りクリニック,03-3562-7773,-,なし,0,東京都中央区銀座4-2-5　第1弥生ビル7F,0.0
214,市川医院,03-3541-7202,-,なし,0,東京都中央区銀座2-11-19,2
215,医療法人社団正和会 栗原クリニック,03-3541-6573,-,なし,0,東京都中央区銀座8-12-5峯田ビル3F,2
216,医療法人社団 西銀座診療所,03-3571-0777,-,なし,0,東京都中央区銀座6-9-7,2
217,ツカモト銀座クリニック,03-6228-6323,-,診察希望の方は必ず電話にて予約をお願い致します。,0,東京都中央区銀座4-3-13コイズミビル7階,0.0
218,医療法人財団 百葉の会 銀座医院,03-3542-2660,-,なし,1,東京都中央区銀座4-12-15 歌舞伎座タワー16F,0.0
219,医療法人社団 銀座しまだ内科クリニック,03-3574-9103,-,なし,0,東京都中央区銀座８-４-２６ イワキビル４階,0.0
220,にしだクリニック銀座,03-3562-9205,-,なし,0,東京都中央区銀座2-6-5アサコ銀座ビル7階,0.0
221,銀座ハートクリニック,03-5148-3921,-,なし,0,東京都中央区銀座8-16-5 銀座中央ビル1階,2
222,銀座聖愛わクリニック,03-6263-8536,-,なし,0,東京都中央区銀座５丁目１０-２ GINZA MISS PARI 10階,2
223,モティーフ銀座クリニック,03-3528-6877,-,なし,0,東京都中央区銀座１丁目７番６号 銀座河合ビル４階,1.0
224,医療法人社団四季　シンクリニック,0344002953,https://mn-reservation.jp/lecinq/online/menu/appointment/?menu-1I8QgnK8a9ykAV4hj1nN8jx7F,なし,0,東京都中央区銀座七丁目４番１５号　ＲＢＭ銀座ビル３階,1.0
225,聖路加国際病院,03-3541-5151,https://hospital.luke.ac.jp/topinformation/covid-19_info.html#kensa,当院は、重症患者等の診療を優先しているため、患者さんの希望によるPCR検査は原則行っておりません。,1,東京都中央区明石町9-1,1.0
226,人形町こどもクリニック,web予約,https://tsubasa-cello-trimboli.com,小児科ですので中学生3年生までの方が対象となります。,1,東京都中央区日本橋蛎殻町1-9-1 アポテックビル１階,0.0
227,医療法人社団弘寿会 茅場町ウィズクリニック,03-5962-3807,-,なし,0,東京都中央区日本橋茅場町2-8-1 BRICKGATE茅場町8階,2
228,医療法人社団武田クリニック 東銀座診療所,03-3542-4881,-,なし,0,東京都中央区築地１-１２-２２ コンワビル４階,0.0
229,みのやまクリニック,03-6459-2686,-,なし,0,東京都港区麻布十番2-1-1 あべちゃんビル４F,0.0
230,虎ノ門中村クリニック,web予約,https://toranyc.com/sinryou/,なし,1,東京都港区虎ノ門3-10-4虎ノ門ガーデン103,1.0
231,患者目線のクリニック　虎ノ門　内科・皮膚科,web予約,https://k-mesen.jp,発熱者の診療は事前に必ず予約が必要です。当日の自院予約状況を見て、診療する時間帯については個別にご連絡差し上げる場合がございます。,1,東京都港区虎ノ門1-16-17虎ノ門黒沢ビル5階,0.0
232,虎の門耳鼻科クリニック,03-3597-8286,-,なし,1,東京都港区虎ノ門1-1-25 虎ノ門一丁目ビル6F,0.0
233,川島医院,03-3519-6651,-,なし,1,東京都港区虎ノ門1-8-14三昭ビル3F,0.0
234,アイビークリニック虎ノ門,03-5501-1511,-,遠隔診療の前に問診票や登録用紙をメールで返信して頂きます。,1,東京都港区虎ノ門1-8-8,0.0
235,医療法人社団 彩珠会 虎ノ門とうまクリニック,03-3502-4080,-,なし,1,東京都港区虎ノ門1-1-16 虎ノ門中央ビル4F,0.0
236,医療法人社団WELLS　虎ノ門リウマチ膠原病内科,03-6206-7388,-,なし,1,東京都港区虎ノ門1丁目1番18号　ヒューリック虎ノ門ビル1階,0.0
237,日比谷クリニック,03-3508-2508,-,なし,1,東京都港区虎ノ門1-1-20虎ノ門実業会館5階,0.0
238,医療法人社団 貴雄会 神谷町クリニック,03-3433-0343,-,なし,0,東京都港区虎ノ門3-17-1TOKYUREIT虎ノ門ビル1階,0.0
239,神谷町耳鼻科虎ノ門クリニック,03-3592-7877,-,なし,0,東京都港区虎ノ門1-16-17 虎ノ門黒沢ビル3階,0.0
240,日比谷川畑診療室,03-3502-5711,-,なし,1,東京都港区西新橋1-3-1西新橋スクエア３F,0.0
241,虎ノ門せりざわ内科,03-6257-3919,-,なし,1,東京都港区西新橋1-22-5モリヤビル２階,0.0
242,藤美クリニック,03-3501-3705,-,なし,1,東京都港区西新橋１-２４-１６ 平和ビル６階,0.0
243,あおいクリニック,03-6453-0039,-,PCR検査の結果は最短で翌日の夕方です。混雑状況によってはお待たせすることもありますのでご了承ください。,1,東京都港区西新橋3-19-12-4階,0.0
244,新橋-虎ノ門内視鏡クリニック,03-6205-4106,-,なし,1,東京都港区西新橋1-17-8　須田ビル1F,0.0
245,川島クリニック,03-3519-6651,-,なし,1,東京都港区西新橋１-２３-１０南和ビル５F,0.0
246,佐野虎ノ門クリニック,03-5157-0744,-,なし,0,東京都港区西新橋1-20-3 虎ノ門法曹ビル102号,0.0
247,"医療法人社団天太会
チームメディカルクリニック",03-6206-1020,-,なし,0,東京都港区西新橋1-5-14　内幸町1ビル1階,0.0
248,医療法人社団CFS クリニックフォア新橋,web予約,https://reservation.clinicfor.life/c/shimbashi,なし,1,東京都港区新橋1-4-5　ヒューリックG10ビル 9F,1.0
249,新橋駅前まめクリニック,web予約,https://reza.3bees.com/p/8bdd/online_reservations,なし,1,東京都港区新橋2-16-1ニュー新橋ビル323,1.0
250,今井内科医院,03-3432-2166,受診前に必ずお電話下さい。,なし,1,東京都港区新橋5丁目7番地12号 丸石新橋ビル2階,0.0
251,ニュー新橋クリニック,03-3580-6775,-,なし,1,東京都港区新橋2-16-1ニュー新橋ビル4F,0.0
252,医療法人社団 新青会 新橋青木クリニック,03-3432-0381,-,なし,1,東京都港区新橋3-23-4 青木ビル2F,0.0
253,医療法人財団南葛勤医協 芝診療所,03-3432-8701,-,なし,1,東京都港区新橋6-19-21,0.0
254,インターナショナルヘルスケアクリニック,03-3501-1330,-,なし,1,東京都港区新橋2-10-5 末吉ビル3F,0.0
255,森野クリニック,03-3591-2200,-,必ず電話で来院時間をご相談ください,1,東京都港区新橋1-18-19キムラヤ大塚ビル７F,0.0
256,新橋日比谷通りクリニック,03-3595-4976,-,発熱外来受診希望の方は、受診前に必ず電話予約をお願い致します。03-3595-4976,1,東京都港区新橋2-12-16　明和ビル3階,0.0
257,医療法人社団石川記念会新橋内科クリニック,03-6253-8701,-,自院かかりつけの透析患者のみ,0,東京都港区新橋2-21-1新橋駅前ビル2号館8階,1.0
258,新橋トラストクリニック,03-5733-3581,-,なし,0,東京都港区新橋3-11-1 マルイト新橋ビル1階,0.0
259,にしだクリニック,03-3591-0095,-,なし,0,東京都港区新橋2-9-7K16ビル10階,0.0
260,悠翔会在宅クリニック新橋,03‐6432‐0312,-,なし,0,東京都港区新橋5‐14‐10新橋スクエアビル7F,1.0
261,新橋田中内科,03-3580-9466,-,なし,0,東京都港区新橋2-16-１ニュー新橋ビル319-1,2
262,松崎内科クリニック,03-3591-7006,-,なし,1,東京都港区新橋1-15-5  ペルサビル 9階,2
263,新橋アレルギー・リウマチクリニック,03-3591-6409,-,なし,0,東京都港区新橋2-16-1ニュー新橋ビル3F318号,0.0
264,しんばし内科・脳神経クリニック,03-3507-6066,-,なし,0,東京都港区新橋1-17-2 ダイワロイネットホテル地下1階,2
265,めぐみ糖尿病内科クリニック,03-6550-8508,-,なし,0,東京都港区新橋2-9-16 新橋萬楽庵ビル2階,2
266,ダリア銀座スキンクリニック,03-6228-5426,-,なし,0,東京都港区新橋 1-5-5グランベル銀座2ビル 4F,2
267,藏本内科クリニック,03-5733-3355,-,なし,1,東京都港区芝公園1-7-15池田ビル1階,0.0
268,医療法人社団NAOS 御成門内科クリニック,03-5425-2530,-,なし,1,東京都港区芝公園1-3-10ハリファックス芝ビル２F,0.0
269,ひより内科クリニック浜松町駅前院,web予約,https://docs.google.com/forms/d/e/1FAIpQLSdhtrrkV9nE7mUwDA2TzmAt9mcFpsMHyZAwH5sgrTQyYXDtCg/viewform,即日検査、即日結果通知可能でございます。,1,東京都港区芝大門1丁目16番６　新雅ビル4階,1.0
270,医療法人社団生栄会 浜松町メディカルクリニック,03-6809-2152,-,なし,0,東京都港区芝大門２-３-１１芝清水ビル１階,2
271,芝大門いまづクリニック,03-6432-4976,-,診療を希望される方は、必ず、事前に電話連絡（ 03-6432-4976 ）をお願いします。事前に連絡がない場合は、対応が困難な場合があります。,0,東京都港区芝大門１-１-１４,0.0
